order_id,customer_id,seller_id,product_ids,product_category,order_purchase_timestamp,order_estimated_delivery_date,order_delivered_customer_date,shipping_limit_date,delivery_time_hours,price,freight_value,item_count,total_weight_kg,total_volume_l,customer_city,customer_state,customer_lat,customer_long,seller_city,seller_state,seller_lat,seller_long,distance_km,purchase_hour,purchase_weekday,purchase_month,is_promo,is_holiday,seller_median_delivery_days
O1000295,C10294,S0049,"P00538,P00076,P00693",furniture,12-11-2024 0.20,22-11-2024 1.17,23-11-2024 20.23,19-11-2024 0.20,42,792.05,47.43,3,6.281,31.59,Chennai,Tamil Nadu,13.674349,80.315532,Bengaluru,Karnataka,13.259855,77.307428,328.54,0,1,11,0,0,4.46
O1000296,C10295,S0197,"P00085,P00646,P00005",toys,01-11-2024 16.49,17-11-2024 22.37,21-11-2024 5.46,14-11-2024 16.49,57,156.15,88.21,3,23.471,65.465,Nagpur,Maharashtra,20.983674,79.233533,Ahmedabad,Gujarat,22.970692,72.53213,725.38,16,4,11,0,0,3.26
O1000297,C10296,S0082,"P00544,P00343,P00403",beauty,19-03-2024 6.58,06-04-2024 9.51,07-04-2024 9.52,04-04-2024 6.58,56,472.32,73.56,3,3.58,17.441,Hyderabad,Telangana,17.128848,78.213179,Ahmedabad,Gujarat,23.009964,72.762428,866.79,6,1,3,0,0,1.97
O1000298,C10297,S0268,"P00343,P00493,P00790",beauty,02-04-2024 0.29,19-04-2024 3.28,19-04-2024 6.53,16-04-2024 0.29,52,517.5,73.58,3,5.852,10.465,Indore,Madhya Pradesh,22.793859,76.03363,Lucknow,Uttar Pradesh,26.88361,81.318463,700.69,0,1,4,0,0,4.23
O1000299,C10298,S0232,"P00559,P00457,P00237,P00467",beauty,25-03-2024 17.14,09-04-2024 11.21,13-04-2024 21.10,06-04-2024 17.14,56,333.54,70.08,4,17.975,134.107,Vadodara,Gujarat,23.108932,73.377059,Nagpur,Maharashtra,21.313498,79.011232,613.34,17,0,3,0,0,3.73
O1000300,C10299,S0048,"P00086,P00030,P00225,P00680",beauty,23-01-2024 0.17,08-02-2024 11.22,06-02-2024 17.27,07-02-2024 0.17,48,224.29,81.14,4,18.813,124.042,Surat,Gujarat,21.497634,73.603374,Nagpur,Maharashtra,21.095286,78.838643,544.2,0,1,1,0,0,6.01
O1000301,C10300,S0061,"P00539,P00012",beauty,05-07-2024 8.44,12-07-2024 18.02,12-07-2024 4.48,09-07-2024 8.44,33,103.79,46.32,2,0.926,3.763,Ahmedabad,Gujarat,22.517169,72.173299,Ahmedabad,Gujarat,22.958223,72.694168,72.52,8,4,7,0,0,4.43
O1000302,C10301,S0273,P00433,beauty,15-08-2024 1.37,27-08-2024 16.39,30-08-2024 8.09,26-08-2024 1.37,49,104.4,37.32,1,1.548,1.182,Indore,Madhya Pradesh,22.699538,76.302667,Pune,Maharashtra,18.445959,74.07445,526.76,1,3,8,0,1,3.85
O1000303,C10302,S0102,"P00590,P00566,P00111,P00707",beauty,25-05-2024 0.47,14-06-2024 4.13,15-06-2024 8.23,11-06-2024 0.47,60,230.25,71.63,4,15.953,32.648,Vadodara,Gujarat,22.971721,73.857966,Goa,Goa,15.71438,74.069959,807.29,0,5,5,0,0,6.15
O1000304,C10303,S0160,"P00265,P00194",books,29-04-2024 14.36,12-05-2024 19.26,15-05-2024 2.57,10-05-2024 14.36,49,98.84,51.46,2,1.963,2.279,Goa,Goa,14.958731,74.032145,Coimbatore,Tamil Nadu,11.238541,77.036924,526.28,14,0,4,0,0,3.19
O1000305,C10304,S0129,"P00672,P00150",fashion,02-05-2024 20.18,30-05-2024 13.59,31-05-2024 22.08,27-05-2024 20.18,74,269.04,120.43,2,25.175,75.235,Lucknow,Uttar Pradesh,26.816688,81.157809,Mumbai,Maharashtra,19.003278,72.866311,1214.14,20,3,5,0,0,5.44
O1000306,C10305,S0045,P00243,furniture,28-08-2024 16.56,04-09-2024 20.07,08-09-2024 8.23,02-09-2024 16.56,40,48.19,90.76,1,15.678,26.804,Pune,Maharashtra,19.518793,72.949697,Vadodara,Gujarat,22.660291,73.262196,350.82,16,2,8,1,0,1.62
O1000307,C10306,S0142,"P00018,P00506,P00194",sports,07-07-2024 8.09,22-07-2024 19.31,24-07-2024 10.54,20-07-2024 8.09,52,177.02,62.58,3,8.099,6.604,Mysore,Karnataka,12.826915,76.699847,Hyderabad,Telangana,17.426538,78.650397,552.63,8,6,7,0,0,4.56
O1000308,C10307,S0202,"P00454,P00777,P00074,P00500",automotive,13-08-2024 20.33,01-09-2024 20.15,05-09-2024 6.39,30-08-2024 20.33,62,501.4,79.12,4,20.447,28.23,Vadodara,Gujarat,22.197054,72.67897,Delhi,Delhi,28.914231,77.142013,870.59,20,1,8,1,0,3.25
O1000309,C10308,S0047,"P00688,P00774,P00347,P00589",beauty,24-05-2024 6.39,14-06-2024 1.03,15-06-2024 14.25,11-06-2024 6.39,62,253.27,43.57,4,8.503,16.988,Nagpur,Maharashtra,21.384152,79.109994,Kolkata,West Bengal,22.661364,88.518827,980.04,6,4,5,0,0,2.33
O1000310,C10309,S0068,"P00082,P00303",books,14-09-2024 12.26,25-09-2024 12.00,25-09-2024 9.31,22-09-2024 12.26,41,130.55,32.11,2,2.237,4.46,Thiruvananthapuram,Kerala,8.123429,77.318163,Coimbatore,Tamil Nadu,10.86333,76.933614,307.57,12,5,9,0,0,5.1
O1000311,C10310,S0037,"P00058,P00709,P00355",sports,02-08-2024 11.39,16-08-2024 21.28,19-08-2024 11.33,13-08-2024 11.39,52,257.82,18.69,3,2.754,15.396,Hyderabad,Telangana,18.290765,77.244216,Bengaluru,Karnataka,12.696066,77.407035,622.35,11,4,8,0,0,3.42
O1000312,C10311,S0156,"P00483,P00025,P00227,P00288",fashion,12-04-2024 17.23,20-04-2024 1.38,18-04-2024 13.35,16-04-2024 17.23,31,331.41,51.7,4,8.862,33.86,Indore,Madhya Pradesh,22.504017,76.645427,Bhopal,Madhya Pradesh,23.18236,77.5213,117.24,17,4,4,0,0,4.56
O1000313,C10312,S0005,"P00257,P00559,P00052,P00331",sports,11-03-2024 16.57,23-03-2024 19.36,25-03-2024 3.24,20-03-2024 16.57,45,644.13,74.94,4,7.34,32.492,Jaipur,Rajasthan,26.600501,76.298142,Ahmedabad,Gujarat,22.913623,72.593585,554.89,16,0,3,0,0,1.89
O1000314,C10313,S0170,"P00580,P00663,P00334,P00260",books,27-01-2024 17.11,28-02-2024 15.47,02-03-2024 16.17,25-02-2024 17.11,85,493.06,121.72,4,4.046,17.453,Kanpur,Uttar Pradesh,26.607067,80.400408,Goa,Goa,15.42934,74.104165,1403.53,17,5,1,0,0,5.85
O1000315,C10314,S0104,P00772,groceries,09-07-2024 4.14,08-08-2024 0.13,08-08-2024 1.25,05-08-2024 4.14,76,268.04,57.66,1,0.366,1.114,Goa,Goa,15.069973,73.94575,Jaipur,Rajasthan,26.86858,75.965782,1328.52,4,1,7,0,0,4.98
O1000316,C10315,S0180,P00107,home_decor,22-02-2024 20.11,15-03-2024 0.18,20-03-2024 22.13,13-03-2024 20.11,70,50.93,12.01,1,0.463,10.05,Thiruvananthapuram,Kerala,9.688155,77.056737,Pune,Maharashtra,18.320076,73.80048,1021.96,20,3,2,0,0,4.45
O1000317,C10316,S0018,P00601,beauty,04-03-2024 20.34,21-03-2024 9.08,23-03-2024 19.37,18-03-2024 20.34,56,155.48,14.27,1,1.388,3.009,Lucknow,Uttar Pradesh,27.391228,81.038661,Indore,Madhya Pradesh,22.778824,75.909911,727.7,20,0,3,0,0,3.53
O1000318,C10317,S0234,"P00182,P00674",automotive,12-02-2024 18.25,08-03-2024 15.54,11-03-2024 0.56,06-03-2024 18.25,71,112.22,60.79,2,1.066,20.423,Hyderabad,Telangana,16.748565,78.341062,Kolkata,West Bengal,22.421451,88.156585,1205.74,18,0,2,0,0,3.71
O1000319,C10318,S0012,"P00101,P00672,P00647",electronics,19-05-2024 6.41,02-06-2024 15.45,06-06-2024 19.10,31-05-2024 6.41,55,324.2,64.13,3,3.826,25.108,Vadodara,Gujarat,23.080503,73.396085,Delhi,Delhi,28.482833,76.863259,693.69,6,6,5,1,0,3.08
O1000320,C10319,S0038,"P00381,P00272",automotive,19-09-2024 9.38,09-10-2024 7.49,11-10-2024 20.32,06-10-2024 9.38,62,132.6,47.85,2,3.961,13.007,Chennai,Tamil Nadu,12.947995,80.122644,Nagpur,Maharashtra,21.24881,79.858746,923.43,9,3,9,0,0,3.01
O1000321,C10320,S0282,"P00695,P00087",beauty,11-08-2024 17.52,18-09-2024 14.32,25-09-2024 13.58,16-09-2024 17.52,103,123.9,106.06,2,6.637,2.839,Bengaluru,Karnataka,12.661672,78.185338,Delhi,Delhi,28.862953,76.851642,1806.78,17,6,8,0,0,5.04
O1000322,C10321,S0152,"P00323,P00163,P00378,P00115",books,23-04-2024 20.25,13-05-2024 3.56,15-05-2024 11.16,09-05-2024 20.25,60,362.9,53.35,4,6.767,13.946,Vadodara,Gujarat,22.410443,74.740689,Goa,Goa,15.39779,73.810008,785.88,20,1,4,0,0,3.99
O1000323,C10322,S0269,"P00098,P00232",furniture,27-06-2024 14.52,06-07-2024 9.32,08-07-2024 0.22,04-07-2024 14.52,40,162.76,65.04,2,15.508,41.028,Mumbai,Maharashtra,19.296948,72.700436,Surat,Gujarat,21.288705,72.829691,221.88,14,3,6,0,0,4.75
O1000324,C10323,S0275,P00241,sports,31-07-2024 7.45,28-08-2024 5.06,30-08-2024 18.20,24-08-2024 7.45,77,52.23,82.13,1,1.474,4.375,Delhi,Delhi,28.814144,77.102935,Pune,Maharashtra,18.62312,73.75016,1183.27,7,2,7,0,0,5.5
O1000325,C10324,S0221,"P00779,P00641",books,21-07-2024 8.52,16-08-2024 13.58,18-08-2024 13.50,14-08-2024 8.52,73,203.91,38.73,2,1.91,3.046,Thiruvananthapuram,Kerala,8.118828,76.906629,Pune,Maharashtra,18.246439,73.919577,1171.52,8,6,7,0,0,4.1
O1000326,C10325,S0161,"P00735,P00194",fashion,10-07-2024 4.07,03-08-2024 8.49,04-08-2024 23.28,01-08-2024 4.07,68,99.98,36.48,2,5.447,6.943,Ahmedabad,Gujarat,22.335584,71.405623,Lucknow,Uttar Pradesh,27.080559,80.816362,1086.68,4,2,7,1,0,3.98
O1000327,C10326,S0062,"P00580,P00354,P00705",home_decor,16-07-2024 13.44,21-08-2024 4.28,25-08-2024 17.06,17-08-2024 13.44,94,319.51,63.19,3,6.888,18.183,Bengaluru,Karnataka,12.128348,77.341294,Kolkata,West Bengal,22.471211,88.475722,1647.63,13,1,7,1,0,5.6
O1000328,C10327,S0092,"P00706,P00430",groceries,10-07-2024 3.21,07-08-2024 18.41,10-08-2024 20.17,05-08-2024 3.21,79,129.52,89.76,2,3.372,7.417,Ahmedabad,Gujarat,23.905722,72.052968,Mysore,Karnataka,12.408394,76.547778,1363.43,3,2,7,0,0,3.11
O1000329,C10328,S0160,"P00334,P00177,P00789",automotive,15-01-2024 19.09,12-02-2024 4.29,15-02-2024 3.47,09-02-2024 19.09,77,278.4,134.12,3,5.525,10.749,Bhopal,Madhya Pradesh,22.999209,76.365906,Coimbatore,Tamil Nadu,11.238541,77.036924,1309.66,19,0,1,0,0,3.19
O1000330,C10329,S0291,P00265,books,20-02-2024 1.19,03-03-2024 12.14,06-03-2024 2.43,01-03-2024 1.19,48,51.04,31.16,1,0.692,0.52,Bhopal,Madhya Pradesh,22.987084,77.756789,Hyderabad,Telangana,17.614689,78.120546,598.59,1,1,2,0,0,2.3
O1000331,C10330,S0135,"P00114,P00507,P00449",beauty,15-03-2024 20.22,15-04-2024 12.12,19-04-2024 11.55,13-04-2024 20.22,84,243.31,53.59,3,6.108,18.318,Chennai,Tamil Nadu,12.988532,80.347592,Lucknow,Uttar Pradesh,26.651525,81.156928,1521.6,20,4,3,0,0,2.94
O1000332,C10331,S0260,"P00197,P00055,P00467",automotive,20-01-2024 5.02,04-02-2024 6.38,06-02-2024 18.45,02-02-2024 5.02,53,207.69,48.13,3,5.688,7.077,Lucknow,Uttar Pradesh,26.993632,81.267491,Nagpur,Maharashtra,21.486243,78.708365,665.03,5,5,1,0,0,2.81
O1000333,C10332,S0240,"P00383,P00128,P00789,P00477",automotive,29-08-2024 17.59,31-08-2024 8.07,03-09-2024 7.00,29-08-2024 17.59,29,407.33,93.98,4,11.596,21.854,Chennai,Tamil Nadu,13.348003,80.338497,Chennai,Tamil Nadu,13.022206,80.273837,36.9,17,3,8,0,0,2.23
O1000334,C10333,S0216,"P00127,P00281",furniture,27-12-2024 18.58,30-01-2025 13.43,04-02-2025 19.04,27-01-2025 18.58,92,97.27,170.28,2,25.035,121.451,Kanpur,Uttar Pradesh,25.884979,81.126272,Mysore,Karnataka,12.209919,76.880631,1584.32,18,4,12,1,0,4.41
O1000335,C10334,S0136,P00304,beauty,17-08-2024 15.04,26-08-2024 18.03,28-08-2024 1.00,24-08-2024 15.04,40,51.59,37.5,1,3.484,8.479,Indore,Madhya Pradesh,23.753382,76.043716,Surat,Gujarat,21.310262,72.952613,417.81,15,5,8,0,0,1.5
O1000336,C10335,S0088,P00359,sports,03-01-2024 6.08,19-01-2024 18.56,22-01-2024 16.58,18-01-2024 6.08,56,50.13,40.43,1,4.078,0.92,Bengaluru,Karnataka,14.481555,77.425751,Nagpur,Maharashtra,20.824511,79.128893,728,6,2,1,0,0,3.86
O1000337,C10336,S0165,"P00554,P00511",home_decor,10-01-2024 8.53,10-02-2024 10.14,14-02-2024 7.04,08-02-2024 8.53,85,340.28,20.66,2,3.033,24.079,Jaipur,Rajasthan,26.825311,77.008087,Mysore,Karnataka,12.417379,76.676722,1602.46,8,2,1,0,0,2.67
O1000338,C10337,S0214,"P00158,P00308,P00788,P00478",toys,20-04-2024 14.22,26-04-2024 8.42,25-04-2024 11.39,24-04-2024 14.22,30,303.09,34.54,4,7.094,43.61,Chennai,Tamil Nadu,13.725445,80.12595,Chennai,Tamil Nadu,13.037773,80.07686,76.65,14,5,4,0,0,4.48
O1000339,C10338,S0080,"P00775,P00102,P00517",automotive,07-10-2024 23.08,17-10-2024 22.01,20-10-2024 18.19,14-10-2024 23.08,44,180.79,66.48,3,4.785,17.724,Indore,Madhya Pradesh,23.638469,76.210585,Jaipur,Rajasthan,26.571724,75.77619,329.08,23,0,10,0,0,3.75
O1000340,C10339,S0090,"P00796,P00710,P00308",beauty,27-09-2024 17.15,20-10-2024 5.50,21-10-2024 14.16,17-10-2024 17.15,65,219.78,43.2,3,4.388,20.784,Surat,Gujarat,21.144224,73.090124,Bengaluru,Karnataka,12.987074,77.422343,1017.01,17,4,9,0,0,4.32
O1000341,C10340,S0001,"P00687,P00431",beauty,26-02-2024 4.35,15-03-2024 17.17,18-03-2024 5.18,14-03-2024 4.35,59,92.4,36.99,2,3.772,81.463,Lucknow,Uttar Pradesh,26.622925,81.435025,Kolkata,West Bengal,22.671943,88.336247,824.05,4,0,2,1,0,2.84
O1000342,C10341,S0290,"P00720,P00137,P00706,P00358",books,01-05-2024 23.42,05-06-2024 0.02,09-06-2024 5.07,03-06-2024 23.42,91,265.33,26.79,4,3.921,18.535,Lucknow,Uttar Pradesh,27.413452,81.81214,Bengaluru,Karnataka,12.956033,77.399911,1671.77,23,2,5,0,0,3.7
O1000343,C10342,S0220,"P00696,P00636",fashion,03-03-2024 13.33,25-03-2024 18.53,29-03-2024 16.26,23-03-2024 13.33,69,145.38,74.26,2,3.338,6.648,Delhi,Delhi,29.074293,77.477109,Surat,Gujarat,21.25296,73.076017,975.72,13,6,3,0,0,5.32
O1000344,C10343,S0300,"P00258,P00596,P00335,P00727",automotive,02-05-2024 12.55,25-05-2024 22.52,27-05-2024 7.20,23-05-2024 12.55,66,307.21,61.77,4,4.872,46.189,Surat,Gujarat,21.140148,72.019372,Mysore,Karnataka,12.174236,76.539728,1106.89,12,3,5,0,0,3.61
O1000345,C10344,S0065,"P00523,P00279",fashion,23-11-2024 15.25,28-11-2024 15.58,02-12-2024 3.22,25-11-2024 15.25,36,95.69,33.76,2,3.428,15.428,Indore,Madhya Pradesh,21.816471,74.599564,Vadodara,Gujarat,22.141754,73.279737,140.82,15,5,11,1,0,2.86
O1000346,C10345,S0001,P00660,sports,22-08-2024 4.30,24-09-2024 12.53,28-09-2024 9.11,22-09-2024 4.30,89,78.33,52.54,1,0.283,17.814,Bengaluru,Karnataka,12.133123,77.969739,Kolkata,West Bengal,22.671943,88.336247,1605.74,4,3,8,0,0,2.84
O1000347,C10346,S0228,"P00055,P00425",automotive,26-02-2024 18.05,17-03-2024 16.12,18-03-2024 0.23,15-03-2024 18.05,58,237.31,36.09,2,5.669,19.295,Kanpur,Uttar Pradesh,26.849159,81.039583,Vadodara,Gujarat,22.554419,73.074418,935.32,18,0,2,0,0,1.5
O1000348,C10347,S0212,"P00526,P00220",furniture,01-11-2024 0.34,08-11-2024 2.39,11-11-2024 0.57,06-11-2024 0.34,39,106.95,114.43,2,19.293,177.436,Goa,Goa,15.846775,73.701668,Pune,Maharashtra,18.464265,73.682585,291.06,0,4,11,0,0,2.13
O1000349,C10348,S0184,"P00473,P00072",furniture,09-01-2024 11.36,05-02-2024 3.16,06-02-2024 20.46,02-02-2024 11.36,73,95.67,60.6,2,10.461,55.461,Thiruvananthapuram,Kerala,9.629477,76.561615,Nagpur,Maharashtra,21.015516,78.991423,1292.5,11,1,1,0,0,2.64
O1000350,C10349,S0085,"P00456,P00445,P00309",sports,21-10-2024 22.09,27-10-2024 10.36,27-10-2024 8.03,23-10-2024 22.09,31,624.46,88.93,3,6.316,16.208,Ahmedabad,Gujarat,22.574616,72.69319,Ahmedabad,Gujarat,23.000034,72.527206,50.27,22,0,10,0,0,3.32
O1000351,C10350,S0181,"P00246,P00130,P00440,P00659",beauty,14-03-2024 8.30,11-04-2024 23.24,17-04-2024 3.53,10-04-2024 8.30,83,687.38,44.69,4,5.896,22.177,Lucknow,Uttar Pradesh,26.832102,81.72387,Goa,Goa,15.579171,74.308927,1467.54,8,3,3,0,0,4
O1000352,C10351,S0248,"P00049,P00136",electronics,07-08-2024 21.19,20-08-2024 11.30,23-08-2024 5.01,17-08-2024 21.19,49,307.87,63.17,2,3.382,14.309,Mumbai,Maharashtra,19.731943,73.078598,Goa,Goa,15.559648,74.436302,485.72,21,2,8,0,0,4.08
O1000353,C10352,S0248,"P00271,P00305,P00266,P00176",beauty,10-11-2024 16.47,24-11-2024 9.56,27-11-2024 23.51,22-11-2024 16.47,53,482.84,49.81,4,11.456,94.694,Coimbatore,Tamil Nadu,11.632932,76.98879,Goa,Goa,15.559648,74.436302,516.44,16,6,11,0,0,4.08
O1000354,C10353,S0298,P00503,beauty,03-05-2024 2.53,08-05-2024 2.57,09-05-2024 1.48,05-05-2024 2.53,32,137.04,112.05,1,5.381,14.031,Mysore,Karnataka,12.224286,76.04,Mysore,Karnataka,12.360959,76.478326,49.99,2,4,5,0,0,3.79
O1000355,C10354,S0108,"P00233,P00495,P00500,P00329",electronics,01-08-2024 8.42,09-08-2024 1.58,11-08-2024 4.42,07-08-2024 8.42,39,416.03,63.74,4,17.4,94.55,Hyderabad,Telangana,18.546114,77.787717,Nagpur,Maharashtra,20.950047,79.002718,296,8,3,8,0,0,2.17
O1000356,C10355,S0016,"P00576,P00549",beauty,06-12-2024 7.08,30-12-2024 9.35,04-01-2025 16.55,28-12-2024 7.08,75,215.41,48.8,2,3.458,17.559,Bengaluru,Karnataka,13.501646,77.258964,Ahmedabad,Gujarat,22.860801,72.471049,1156.77,7,4,12,0,0,3.96
O1000357,C10356,S0182,P00082,electronics,25-09-2024 6.21,18-10-2024 20.23,20-10-2024 3.45,16-10-2024 6.21,66,52.24,15.92,1,1.213,2.438,Coimbatore,Tamil Nadu,9.960745,77.528389,Pune,Maharashtra,18.699439,73.983734,1043.88,6,2,9,0,0,4.87
O1000358,C10357,S0059,"P00418,P00604,P00112",automotive,04-02-2024 16.12,15-03-2024 0.10,20-03-2024 5.20,11-03-2024 16.12,102,586.13,27.21,3,3.968,20.449,Thiruvananthapuram,Kerala,9.077887,77.21517,Lucknow,Uttar Pradesh,26.603862,81.100336,1991.28,16,6,2,0,0,4.02
O1000359,C10358,S0197,"P00258,P00184",beauty,05-10-2024 18.39,08-11-2024 6.22,13-11-2024 15.15,05-11-2024 18.39,92,145.88,29.36,2,4.176,39.961,Thiruvananthapuram,Kerala,8.469643,76.293991,Ahmedabad,Gujarat,22.970692,72.53213,1661.63,18,5,10,0,0,3.26
O1000360,C10359,S0056,"P00748,P00289,P00007,P00703",automotive,16-09-2024 19.06,28-09-2024 14.31,30-09-2024 5.20,26-09-2024 19.06,45,420.41,132.53,4,11.996,24.589,Goa,Goa,16.044533,73.893676,Bengaluru,Karnataka,13.191355,77.513017,502.26,19,0,9,0,0,2.63
O1000361,C10360,S0012,"P00331,P00558,P00215,P00521",automotive,11-01-2024 8.08,27-01-2024 16.32,27-01-2024 10.18,25-01-2024 8.08,50,552.91,56.72,4,9.425,25.699,Nagpur,Maharashtra,22.156863,78.784604,Delhi,Delhi,28.482833,76.863259,729.4,8,3,1,0,0,3.08
O1000362,C10361,S0219,"P00793,P00012",groceries,28-08-2024 23.06,05-09-2024 8.27,07-09-2024 13.37,03-09-2024 23.06,38,102.97,52.74,2,0.873,7.051,Delhi,Delhi,27.46251,77.335054,Kanpur,Uttar Pradesh,26.505699,80.776439,357.2,23,2,8,0,0,1.72
O1000363,C10362,S0090,"P00504,P00010,P00132,P00347",beauty,21-11-2024 6.17,14-12-2024 1.49,18-12-2024 23.11,11-12-2024 6.17,72,346.4,63.57,4,14.552,97.858,Nagpur,Maharashtra,21.751099,79.861614,Bengaluru,Karnataka,12.987074,77.422343,1008.23,6,3,11,0,0,4.32
O1000364,C10363,S0170,"P00373,P00747",groceries,10-07-2024 3.10,08-08-2024 20.08,10-08-2024 17.12,06-08-2024 3.10,79,400.49,75.09,2,4.639,4.689,Jaipur,Rajasthan,26.741868,75.872869,Goa,Goa,15.42934,74.104165,1271.15,3,2,7,0,0,5.85
O1000365,C10364,S0154,"P00108,P00714",groceries,09-01-2024 22.28,28-01-2024 20.32,31-01-2024 5.23,25-01-2024 22.28,60,98.49,39.02,2,5.13,16.447,Coimbatore,Tamil Nadu,11.953238,76.610371,Mumbai,Maharashtra,18.961851,72.946424,872.52,22,1,1,0,0,2.74
O1000366,C10365,S0033,P00631,beauty,04-02-2024 18.35,13-02-2024 17.44,14-02-2024 13.43,11-02-2024 18.35,39,64.72,21.38,1,3.513,8.478,Coimbatore,Tamil Nadu,11.84162,77.609809,Chennai,Tamil Nadu,12.868522,80.367194,320.53,18,6,2,0,0,2.55
O1000367,C10366,S0059,"P00103,P00272,P00475",home_decor,03-05-2024 16.40,22-05-2024 11.49,24-05-2024 14.33,19-05-2024 16.40,59,196.5,92.22,3,5.042,14.08,Kolkata,West Bengal,21.625453,87.825703,Lucknow,Uttar Pradesh,26.603862,81.100336,878.51,16,4,5,0,0,4.02
O1000368,C10367,S0205,"P00137,P00107,P00774,P00070",home_decor,24-10-2024 1.59,09-11-2024 13.52,10-11-2024 15.53,07-11-2024 1.59,53,203.77,33.09,4,5.44,28.857,Bhopal,Madhya Pradesh,23.257641,76.289791,Delhi,Delhi,28.896917,77.311884,635.3,1,3,10,1,1,4.19
O1000369,C10368,S0067,"P00260,P00463",books,09-03-2024 23.44,04-04-2024 12.11,08-04-2024 7.29,01-04-2024 23.44,75,177.88,59.11,2,1.161,5.272,Delhi,Delhi,28.918232,77.358147,Hyderabad,Telangana,17.230398,78.941852,1309.63,23,5,3,0,0,2.32
O1000370,C10369,S0269,"P00493,P00153,P00464,P00258",automotive,29-06-2024 21.06,14-07-2024 20.03,20-07-2024 18.45,12-07-2024 21.06,59,394.01,65.43,4,10.715,41.692,Goa,Goa,15.890656,74.337049,Surat,Gujarat,21.288705,72.829691,620.88,21,5,6,1,0,4.75
O1000371,C10370,S0132,"P00524,P00615,P00033",beauty,22-06-2024 13.37,16-07-2024 2.58,19-07-2024 5.27,13-07-2024 13.37,70,206.68,111.29,3,9.481,19.331,Hyderabad,Telangana,17.824421,79.129336,Jaipur,Rajasthan,26.963606,75.983838,1066.29,13,5,6,0,0,4.06
O1000372,C10371,S0298,"P00113,P00648,P00362",books,16-12-2024 10.16,08-01-2025 10.58,14-01-2025 14.58,06-01-2025 10.16,74,166.43,29.55,3,4.865,8.051,Vadodara,Gujarat,21.621762,73.598718,Mysore,Karnataka,12.360959,76.478326,1074.2,10,0,12,0,0,3.79
O1000373,C10372,S0121,P00666,home_decor,22-12-2024 4.47,22-01-2025 16.21,27-01-2025 4.13,20-01-2025 4.47,87,50.53,25.44,1,3.966,2.426,Kanpur,Uttar Pradesh,26.781531,80.866996,Bengaluru,Karnataka,12.690098,77.439037,1607.17,4,6,12,1,0,1.5
O1000374,C10373,S0076,"P00107,P00552,P00236",furniture,19-11-2024 13.39,05-12-2024 23.46,11-12-2024 15.33,03-12-2024 13.39,61,292.19,100.82,3,26.165,182.583,Hyderabad,Telangana,17.462195,78.316109,Ahmedabad,Gujarat,23.43465,72.922468,869.71,13,1,11,0,0,2.38
O1000375,C10374,S0202,"P00328,P00287,P00028,P00688",toys,10-03-2024 15.00,15-04-2024 3.20,21-04-2024 9.05,12-04-2024 15.00,97,430.07,70.29,4,4.388,12.611,Bengaluru,Karnataka,12.648399,76.988897,Delhi,Delhi,28.914231,77.142013,1808.75,15,6,3,0,0,3.25
O1000376,C10375,S0126,P00727,toys,22-08-2024 1.08,06-10-2024 23.45,13-10-2024 10.16,05-10-2024 1.08,117,48.74,14.8,1,1.341,10.471,Delhi,Delhi,29.619987,76.831873,Thiruvananthapuram,Kerala,8.419555,77.146402,2357.61,1,3,8,1,0,3.92
O1000377,C10376,S0300,P00325,home_decor,30-05-2024 13.37,18-06-2024 20.53,20-06-2024 4.03,15-06-2024 13.37,59,103.43,34.25,1,1.39,3.695,Pune,Maharashtra,18.912629,73.708329,Mysore,Karnataka,12.174236,76.539728,808.26,13,3,5,0,0,3.61
O1000378,C10377,S0198,"P00764,P00043,P00767,P00596",automotive,23-01-2024 6.16,12-02-2024 10.26,13-02-2024 10.49,10-02-2024 6.16,60,220.67,71.2,4,2.948,35.847,Pune,Maharashtra,18.733235,75.327938,Mysore,Karnataka,12.442328,76.623257,713.13,6,1,1,0,0,5.57
O1000379,C10378,S0221,"P00272,P00584,P00672",beauty,22-01-2024 8.11,06-02-2024 23.47,09-02-2024 0.47,05-02-2024 8.11,53,315.09,64.22,3,4.429,23.996,Bhopal,Madhya Pradesh,22.90122,77.880413,Pune,Maharashtra,18.246439,73.919577,661.65,8,0,1,0,0,4.1
O1000380,C10379,S0008,"P00796,P00085,P00668",furniture,07-06-2024 23.55,27-06-2024 15.54,02-07-2024 9.08,25-06-2024 23.55,66,145.37,161.71,3,31.832,130.064,Thiruvananthapuram,Kerala,7.405967,75.830257,Goa,Goa,15.446993,74.158274,912.47,23,4,6,0,0,3.45
O1000381,C10380,S0178,"P00088,P00582,P00225",automotive,22-07-2024 12.50,10-08-2024 16.07,11-08-2024 23.10,07-08-2024 12.50,58,176.4,41.69,3,5.985,17.696,Goa,Goa,15.739673,73.719679,Indore,Madhya Pradesh,22.526205,75.848158,787.01,12,0,7,0,0,4.5
O1000382,C10381,S0174,"P00646,P00192",automotive,30-08-2024 8.25,23-09-2024 22.53,27-09-2024 23.03,20-09-2024 8.25,73,105.27,35.35,2,1.998,10.842,Jaipur,Rajasthan,26.362113,75.427076,Goa,Goa,15.338604,74.265801,1231.66,8,4,8,1,0,2.27
